id;qpu_selection_job_id;circuit_name;qpu;compiler;result;shots;histogram_intersection_value;analyzed_width;analyzed_depth;analyzed_multi_qubit_gate_depth;analyzed_total_number_of_operations;analyzed_number_of_single_qubit_gates;analyzed_number_of_multi_qubit_gates;analyzed_number_of_measurement_operations;avg_single_qubit_gate_error;avg_multi_qubit_gate_error;avg_single_qubit_gate_time;avg_multi_qubit_gate_time;avg_readout_error;t1;t2;queue_size;original_width;original_depth;original_multi_qubit_gate_depth;original_total_number_of_operations;original_number_of_single_qubit_gates;original_number_of_multi_qubit_gates;original_number_of_measurement_operations
ad44654a-f993-4877-afa8-6a7e9cae913c;187168d7-9ba2-47a9-ad27-4f5457233353;pattern0-1_2_3-4nCliffs1seed2;ibmq_quito;qiskit;{00000=7571, 00001=157, 00010=46, 00011=22, 00100=66, 00101=1, 01000=155, 01001=2, 01010=19, 01011=7, 01100=1, 01110=1, 10000=99, 10100=1, 11000=41, 11010=1, 11011=2};8192;0.924194336;5;15;2;49;40;4;5;0.000196667;0.008907793;26.666.666;27.733.334;0.02598;140240.8;122578.13;26;5;13;2;43;34;4;5
e2756af8-0375-4dda-87e0-623b6bb4af92;187168d7-9ba2-47a9-ad27-4f5457233353;pattern0-1_2_3-4nCliffs1seed2;ibmq_belem;pytket;{00000=6884, 00001=389, 00010=66, 00011=30, 00100=55, 00110=1, 01000=197, 01001=57, 01010=14, 01011=5, 01100=2, 10000=155, 10001=39, 10010=1, 10011=2, 10100=1, 11000=155, 11001=128, 11010=5, 11011=6};8192;0.840332031;5;20;2;65;56;4;5;0.000254337;0.012949518;26.666.666;5.457.778;0.0274;111939.77;98319.54;13;5;13;2;43;34;4;5
93fe1764-12b1-46a1-814b-dc72697cd4d2;187168d7-9ba2-47a9-ad27-4f5457233353;pattern0-1_2_3-4nCliffs1seed2;ibmq_lima;pytket;{00000=7273, 00001=300, 00010=200, 00011=127, 00100=55, 00101=3, 00110=3, 00111=1, 01000=103, 01001=2, 01010=4, 01011=2, 01100=1, 10000=83, 10001=3, 10010=2, 11000=29, 11100=1};8192;0.887817383;5;20;2;65;56;4;5;0.000360316;0.013195274;26.666.666;38.755.554;0.0415;80360.09;99525.98;18;5;13;2;43;34;4;5
e259d92d-c9ef-416d-a826-56d44f40b9d2;187168d7-9ba2-47a9-ad27-4f5457233353;pattern0-1_2_3-4nCliffs1seed2;ibmq_lima;qiskit;{00000=7639, 00001=167, 00010=93, 00011=51, 00100=44, 00111=1, 01000=68, 01001=1, 01100=1, 10000=72, 10010=2, 11000=51, 11010=1, 11011=1};8192;0.932495117;5;15;2;46;37;4;5;0.000360316;0.013195274;26.666.666;38.755.554;0.0415;80360.09;99525.98;18;5;13;2;43;34;4;5
9b6fbf57-dc89-4959-86a0-0751f52fc5f2;187168d7-9ba2-47a9-ad27-4f5457233353;pattern0-1_2_3-4nCliffs1seed2;ibmq_belem;qiskit;{00000=7145, 00001=116, 00010=57, 00011=51, 00100=57, 00101=2, 00111=2, 01000=240, 01001=135, 01010=13, 01011=21, 10000=190, 10001=8, 10010=6, 10011=16, 10100=3, 11000=107, 11001=11, 11010=5, 11011=7};8192;0.872192383;5;12;2;38;29;4;5;0.000254337;0.012949518;26.666.666;5.457.778;0.0274;111939.77;98319.54;13;5;13;2;43;34;4;5
6dc9afe6-ba8d-4ecf-bd45-bd86641c5b59;19d12fc8-b375-4ce8-be09-cfb2ccd0decf;pattern0-1_4_2-3nCliffs10seed1;ibmq_belem;qiskit;{00000=4732, 00001=365, 00010=527, 00011=417, 00100=51, 00101=4, 00110=1, 00111=4, 01000=511, 01001=89, 01010=99, 01011=95, 01100=9, 01110=1, 01111=1, 10000=455, 10001=83, 10010=92, 10011=68, 10100=8, 10110=1, 10111=3, 11000=383, 11001=63, 11010=64, 11011=53, 11100=7, 11101=3, 11110=1, 11111=2};8192;0.577636719;5;108;18;351;312;34;5;0.000254337;0.012949518;26.666.666;5.457.778;0.0274;111939.77;98319.54;1716;5;73;18;245;206;34;5
0a0e54a4-a705-4497-9819-7819dc9e19dd;19d12fc8-b375-4ce8-be09-cfb2ccd0decf;pattern0-1_4_2-3nCliffs10seed1;ibmq_lima;pytket;{00000=5632, 00001=225, 00010=298, 00011=160, 00100=59, 00101=2, 00110=5, 00111=3, 01000=623, 01001=34, 01010=35, 01011=19, 01100=4, 10000=632, 10001=17, 10010=35, 10011=22, 10100=8, 10101=1, 10111=1, 11000=328, 11001=14, 11010=19, 11011=11, 11100=5};8192;0.6875;5;89;10;300;275;20;5;0.000360316;0.013195274;26.666.666;38.755.554;0.0415;80360.09;99525.98;24;5;73;18;245;206;34;5
c3411423-89bc-4043-a179-63cdcb5416dc;19d12fc8-b375-4ce8-be09-cfb2ccd0decf;pattern0-1_4_2-3nCliffs10seed1;ibmq_belem;pytket;{00000=5815, 00001=324, 00010=334, 00011=250, 00100=61, 00101=4, 00110=5, 00111=5, 01000=371, 01001=59, 01010=43, 01011=50, 01100=11, 01101=1, 01110=1, 01111=1, 10000=370, 10001=57, 10010=47, 10011=68, 10100=10, 10101=1, 11000=203, 11001=23, 11010=35, 11011=40, 11100=2, 11111=1};8192;0.709838867;5;89;10;300;275;20;5;0.000254337;0.012949518;26.666.666;5.457.778;0.0274;111939.77;98319.54;1716;5;73;18;245;206;34;5
427e825a-b137-49bd-85fd-4e26112c7a51;766295ce-289c-475f-ba26-a9d9824d7e42;pattern0-1_4_2-3nCliffs10seed2;ibmq_quito;pytket;{00000=6141, 00001=369, 00010=371, 00011=296, 00100=116, 00101=5, 00110=7, 00111=8, 01000=220, 01001=20, 01010=50, 01011=22, 01100=4, 01110=2, 01111=1, 10000=202, 10001=72, 10010=37, 10011=17, 10100=3, 11000=174, 11001=29, 11010=6, 11011=18, 11100=1, 11110=1};8192;0.749633789;5;79;10;263;239;19;5;0.000196667;0.008907793;26.666.666;27.733.334;0.02598;140240.8;122578.13;27;5;81;18;255;215;35;5
7476b411-a268-4fd2-aa5e-155fad505adb;fc88fe5a-27ca-44ce-af55-8858135989df;pattern0-1_2_3-4nCliffs20seed1;ibmq_quito;qiskit;{00000=3341, 00001=569, 00010=410, 00011=268, 00100=41, 00101=9, 00110=6, 00111=3, 01000=665, 01001=108, 01010=166, 01011=63, 01100=12, 01101=1, 01110=2, 01111=3, 10000=762, 10001=270, 10010=237, 10011=169, 10100=12, 10110=3, 10111=4, 11000=620, 11001=148, 11010=163, 11011=123, 11100=7, 11101=1, 11110=5, 11111=1};8192;0.407836914;5;194;35;601;534;62;5;0.000196667;0.008907793;26.666.666;27.733.334;0.02598;140240.8;122578.13;28;5;148;35;438;371;62;5
